run_id,eval_id,group_id,frame_id,image_role,source_image,display_image,crop,source_hw,mode,selection_reason,validity_status
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,noisy,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_noisy.png,qualitative/pku_0006_f01_noisy.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,denoised,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_denoised.png,qualitative/pku_0006_f01_denoised.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,layer_gt,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_layer_gt.png,qualitative/pku_0006_f01_layer_gt.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_layer_mask.png,qualitative/pku_0006_f01_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,p1_layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_p1_layer_mask.png,qualitative/pku_0006_f01_p1_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,p2_layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_p2_layer_mask.png,qualitative/pku_0006_f01_p2_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,vessel_gt,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_vessel_gt.png,qualitative/pku_0006_f01_vessel_gt.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,vessel_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_vessel_mask.png,qualitative/pku_0006_f01_vessel_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,p3_vessel_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_p3_vessel_mask.png,qualitative/pku_0006_f01_p3_vessel_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,vessel_fp,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_vessel_fp.png,qualitative/pku_0006_f01_vessel_fp.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,vessel_fn,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_vessel_fn.png,qualitative/pku_0006_f01_vessel_fn.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0006,pku_0006_f01,error_overlay,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0006_f01_error_overlay.png,qualitative/pku_0006_f01_error_overlay.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,noisy,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_noisy.png,qualitative/pku_0012_f01_noisy.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,denoised,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_denoised.png,qualitative/pku_0012_f01_denoised.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,layer_gt,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_layer_gt.png,qualitative/pku_0012_f01_layer_gt.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_layer_mask.png,qualitative/pku_0012_f01_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,p1_layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_p1_layer_mask.png,qualitative/pku_0012_f01_p1_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,p2_layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_p2_layer_mask.png,qualitative/pku_0012_f01_p2_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,vessel_gt,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_vessel_gt.png,qualitative/pku_0012_f01_vessel_gt.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,vessel_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_vessel_mask.png,qualitative/pku_0012_f01_vessel_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,p3_vessel_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_p3_vessel_mask.png,qualitative/pku_0012_f01_p3_vessel_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,vessel_fp,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_vessel_fp.png,qualitative/pku_0012_f01_vessel_fp.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,vessel_fn,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_vessel_fn.png,qualitative/pku_0012_f01_vessel_fn.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0012,pku_0012_f01,error_overlay,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0012_f01_error_overlay.png,qualitative/pku_0012_f01_error_overlay.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,noisy,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_noisy.png,qualitative/pku_0040_f01_noisy.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,denoised,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_denoised.png,qualitative/pku_0040_f01_denoised.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,layer_gt,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_layer_gt.png,qualitative/pku_0040_f01_layer_gt.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_layer_mask.png,qualitative/pku_0040_f01_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,p1_layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_p1_layer_mask.png,qualitative/pku_0040_f01_p1_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,p2_layer_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_p2_layer_mask.png,qualitative/pku_0040_f01_p2_layer_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,vessel_gt,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_vessel_gt.png,qualitative/pku_0040_f01_vessel_gt.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,vessel_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_vessel_mask.png,qualitative/pku_0040_f01_vessel_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,p3_vessel_mask,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_p3_vessel_mask.png,qualitative/pku_0040_f01_p3_vessel_mask.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,vessel_fp,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_vessel_fp.png,qualitative/pku_0040_f01_vessel_fp.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,vessel_fn,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_vessel_fn.png,qualitative/pku_0040_f01_vessel_fn.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
current-f0-stage2_segment_roi_outside_fold0,current-f0-e3b-v0-one-frame-original-geometry,pku_0040,pku_0040_f01,error_overlay,runs/current/stage2_segment_roi_outside_fold0/validity_v0/predictions/PKU37/pku_0040_f01_error_overlay.png,qualitative/pku_0040_f01_error_overlay.png,full original geometry,640x640,P0/P1/P2/P3 as suffix,all validation groups; fixed first frame,observed
